"job","job href","save-job","location","icon href 2","desc","badge","badge 2"
"মেডিকেল শিক্ষক","https://www.careerjet.com.bd/jobad/bd22b3541b6d05d49aa31171b3f7843bbd","Save","Bangladesh","[object Object]","Bachelor of Medicine and Bachelor of Surgery(MBBS), Bachelor of Dental Surgery (BDS), Diploma in Medical Technology    Experience Requirements   Na    Additional Requirements   Age…","9 days ago","Apply easily"
"কম্পিউটার শিক্ষক","https://www.careerjet.com.bd/jobad/bd4301927c47d147aebe850aa61760cc5b","Save","Bangladesh","[object Object]","Bachelor of Science (BSc) in Computer Science & Engineering, Diploma in Computer    Additional Requirements   Age at least 18 years  Both males and females are allowed to apply    …","9 days ago","Apply easily"
"Graphics Designer","https://www.careerjet.com.bd/jobad/bd73208d832d04d3dc5ba0144f15da0079","Save","Bangladesh","[object Object]","Job Context  Seeking an in-house full-time Image Editor that will be responsible for editing eCommerce images (Clipping path, Malti path, Masking, Color Correction etc.) in a fast …","9 days ago","Apply easily"
"Marketing Cum Store Officer","https://www.careerjet.com.bd/jobad/bd67965d62d31c74a400261f9fc350236a","Save","Ukhia, Chittagong","[object Object]","Job Responsibilities  Store Maintenance and / or Marketing of any kinds of products. Computer Skill(ERP Tally 9)   Employment Status   Full-time   Workplace  Work at office    Educ…","12 days ago","Apply easily"
"Corporate Sales Executive/ Senior Executive","https://www.careerjet.com.bd/jobad/bd34bd80877bf85a9dadfb0f876eda46e9","Save","Dhaka","[object Object]","Job Responsibilities   Responsible for corporate sales & marketing.(Pharmaceuticals, Bank, NGO, Govt. Private Organization).  Resolve customer complaints regarding sales and servic…","12 days ago","Apply easily"
"Security Officer","https://www.careerjet.com.bd/jobad/bdcada94261b1326774d954f63cd826142","Save","Chittagong","[object Object]","Job Context  Arena Composite & Spinning Industry Ltd -a Chittagong based composite textile knitting, dyeing, printing factory is looking for immediate appointment. Interested and e…","12 days ago","Apply easily"
"Pattern Maker - Outerwear Jackets (Optitex)","https://www.careerjet.com.bd/jobad/bd0e8b648b34bdc5d2052ebb2fb0f5906c","Save","Dhaka","[object Object]","Job Context   ZXY International, a global apparel sourcing company, has been established with a clear mission to be unique, innovative, redefine global sourcing standards, as well …","12 days ago","Apply easily"
"Software Project Manager (ERP & Flutter)","https://www.careerjet.com.bd/jobad/bd1263d5af9975883f769b570593f08d79","Save","Dhaka","[object Object]","Job Context  This position is responsible and accountable for the effective project management to implement complex business into an ERP system. Responsibilities include collaborat…","12 days ago","Apply easily"
"Jr. Fashion Designer","https://www.careerjet.com.bd/jobad/bdbdd46cdf546f4cb7627260e4b24e257c","Save","Dhaka","[object Object]","Job Responsibilities   Overseeing all design projects, from conception to delivery. Designing original pieces, including illustrations and infographics.  Physical Make, sewing, bon…","12 days ago","Apply easily"
"Jr. Officer - Quality Assurance (QA)","https://www.careerjet.com.bd/jobad/bd36e06ba2a6edb3ef254151101b3add16","Save","Rupganj, Dhaka","[object Object]","Job Context   Sajeeb Group invites application from competent & potential talents for the position of ""Jr. Officer-Quality Assurance (QA)"".  Candidates having any relevant professi…","12 days ago","Apply easily"
"Head of HR & Admin","https://www.careerjet.com.bd/jobad/bde5f67b71d74b9610ac325670605ee2d0","Save","Dhaka","[object Object]","Job Context   Proven track records in the HR field with a renowned organization.  Should display good leadership, motivational, and communication skills.    Job Responsibilities   …","12 days ago","Apply easily"
"Marketing Executive","https://www.careerjet.com.bd/jobad/bd1f5f3b952db008133c69e4d931a6027a","Save","Dhaka","[object Object]","Job Context   We are seeking a driven and results-oriented Door-to-Door Marketing Executive to join our B2B e-commerce medicine delivery company. The successful candidate will be r…","12 days ago","Apply easily"
"Manager (Admin)","https://www.careerjet.com.bd/jobad/bdf4129f72ba15d8c225faf1be29b9728e","Save","Bhaluka, Mymensingh","[object Object]","Job Responsibilities   Execution of Factory's administrative plans, policies and decisions of the Management.  To Direct & Control overall administration department and its activit…","12 days ago","Apply easily"
"Executive- Digital Marketing & Graphics Designer","https://www.careerjet.com.bd/jobad/bd25aec03ca18c03133c19ad7582eea5c9","Save","Dhaka","[object Object]","Job Context  This role charged with determining the best ways for us to visually represent our company`s products. It is very much a people-oriented job, involving development of h…","12 days ago","Apply easily"
"Sales & Service Engineer","https://www.careerjet.com.bd/jobad/bd7e5160e9b7bfdf5d16dcd97be8e4a143","Save","Dhaka","[object Object]","Job Context  A reputed multinational company serving since last 50 years in the water & wastewater management sector in Asia Pacific Region invites applications to join their exper…","12 days ago","Apply easily"
"Head of Business Unit (WTP, ETP & STP)","https://www.careerjet.com.bd/jobad/bd5c4c8a71748afd1d2425c560af5cf526","Save","Dhaka","[object Object]","Job Context   The organization requires an energetic, smart, dynamic and hard working person with the ability to develop business plan, marketing plan, execution plan, design and d…","12 days ago","Apply easily"
"Production Manager (Dying)","https://www.careerjet.com.bd/jobad/bd42c264a33db73da55fa63254496bda06","Save","Chittagong","[object Object]","Job Context  Arena Composite & Spinning Industry Ltd -a Chittagong based composite textile knitting, dyeing, printing factory is looking for immediate appointment. Interested and e…","12 days ago","Apply easily"
"Manager (Compliance)","https://www.careerjet.com.bd/jobad/bd8ea6d4f06d255749622e41b2c51f47cc","Save","Bhaluka, Mymensingh","[object Object]","Job Responsibilities   Ensure 100% implementation of buyer's COC, Labor Law 2006 and Labor Rules 2015.  Ensure the factory always prepared/ready for following audits like, Social c…","12 days ago","Apply easily"
"Admin Executive, SRI Hall","https://www.careerjet.com.bd/jobad/bd654b99fca352ef153779c5ebbd709db9","Save","Chittagong","[object Object]","Job Context   The Admin Executive is a full-time, live-in, professional staff member responsible for the daily operations.  Job Location: SRI Hall, USTC, Foy`s Lake, Khulshi, Chatt…","12 days ago","Apply easily"
"Chemical Sales Manager","https://www.careerjet.com.bd/jobad/bd43c63f4233d4e1b87464a27b873fcb4a","Save","Dhaka","[object Object]","Job Context  A reputed multinational company serving since last 50 years in the water & wastewater management sector in Asia Pacific Region invites applications to join their exper…","12 days ago","Apply easily"
"Merchandiser (Activewear/Sportswear)","https://www.careerjet.com.bd/jobad/bdeda65dcb6205a2785ef2184b9428a82b","Save","Dhaka","[object Object]","Job Context   ZXY International, a global apparel sourcing company, has been established with a clear mission to be unique, innovative, redefine global sourcing standards, as well …","12 days ago","Apply easily"
"Executive (Accounts)","https://www.careerjet.com.bd/jobad/bd5c930c791b425a2a980dfb28f18babcf","Save","Dhaka","[object Object]","Job Context  We are looking for a pro-active, young, energetic and enthusiastic individual for our Accounts Dept. of Kai Bangladesh Aluminium Ltd. with a state-of-the-art setup, pr…","12 days ago","Apply easily"
"Skin Therapist (Female)","https://www.careerjet.com.bd/jobad/bdc5b83c4e3db9a83df662dc1e7bb2c3e5","Save","Dhaka","[object Object]","Job Context  We are looking to hire a committed skin therapist to provide various face and body treatments to clients. If you enjoy helping people with their problems and want to m…","12 days ago","Apply easily"
"Accounts Officer","https://www.careerjet.com.bd/jobad/bdeaa560f4d9798f8aaf53923384b8b070","Save","Ukhia, Chittagong","[object Object]","Job Responsibilities  Preparation of Companies financial statements independently.   Employment Status   Full-time   Workplace  Work at office    Educational Requirements   Bachelo…","12 days ago","Apply easily"
"PS to Chairman","https://www.careerjet.com.bd/jobad/bd00aeb528b5510f7e43470c59e23515c9","Save","Dhaka","[object Object]","Job Context   Sajeeb Group invites applications from competent & potential talents for the position of ""PS to Chairman"".  Candidates having any relevant professional experience as …","12 days ago","Apply easily"
"Product Developer - Footwear (Sports Shoes) - (Re-Advertisement)","https://www.careerjet.com.bd/jobad/bda09084da9750d0668e114964b9e1a241","Save","Dhaka","[object Object]","Job Context   ZXY International, a global apparel sourcing company, has been established with a clear mission to be unique, innovative, redefine global sourcing standards, as well …","12 days ago","Apply easily"
"Pharmacy Manager (B Grade Pharmacist)","https://www.careerjet.com.bd/jobad/bdd4c1bb0565953bb0804b26c171046780","Save","Dhaka","[object Object]","Job Context  Job Location: Monipuri Para & Baridhara Branch   Job Responsibilities   As per Company Policy  Daily reporting  Software Entry    Employment Status   Full-time   Educa…","12 days ago","Apply easily"
"Peon","https://www.careerjet.com.bd/jobad/bd8b003286b53a4aa67051c0af7649f93c","Save","Ukhia, Chittagong","[object Object]","Job Responsibilities  Office filing & Maintenance   Employment Status   Full-time   Workplace  Work at office    Educational Requirements   SSC  Skills Required: office filling    …","12 days ago","Apply easily"
"Fashion Designer (Sweater)","https://www.careerjet.com.bd/jobad/bddaf1fd5053c5cd09a55d2e5a4d038ca0","Save","Gazipur, Dhaka","[object Object]","Job Responsibilities   Responsible for product design process to include market research, conceptual presentations, design and guidance through Yarn, print, spec and fit processes.…","12 days ago","Apply easily"
"Sr. Executive/ Executive in Designer (Interior/ Furniture)","https://www.careerjet.com.bd/jobad/bde46cb1213c158175c8df47df97354b3f","Save","Dhaka","[object Object]","Job Context   Looking for: Senior Manager in Designer - Design Team  (Interior Decoration & Furniture)    Job Responsibilities   Must have capabilities of developing new interior &…","12 days ago","Apply easily"
"AGM - QA (Knit Garments)","https://www.careerjet.com.bd/jobad/bd54dd99a51ac794b76624aa7be04e4182","Save","Dhaka","[object Object]","Job Responsibilities   Develop the quality standard and implementation rules for achieving the quality of the garments.  Ensure full implementation of quality performance within th…","12 days ago","Apply easily"
"Assistant Manager(Accounts & Import)","https://www.careerjet.com.bd/jobad/bda3a4b3d7d1c8490bba9190e2354cd239","Save","Cox's Bazar, Chittagong","[object Object]","Job Responsibilities  Accounting and import related works, Computer Skills (ERP TALLY Preferred) & Commercial Correspondence(Bengali/English)   Employment Status   Full-time   Work…","12 days ago","Apply easily"
"Compliance Officer","https://www.careerjet.com.bd/jobad/bd725c4525bbb832128bcf93edeb8fbe00","Save","Chittagong","[object Object]","Job Context  Vintage Textile Ltd -a Chittagong based 100% Export Oriented garments factory is looking for immediate appointment. Interested and eligible candidates are requested to…","12 days ago","Apply easily"
"Project Accountant/ Deputy Project Accountant - Inventory","https://www.careerjet.com.bd/jobad/bd630cff9dcd41b88e6122581805fc61e3","Save","Bangladesh","[object Object]","Job Context  Willingness to night stay at site accommodation.   Job Responsibilities   Responsible for maintaining all Ledgers, Register Books, and other documents like MRS, SMIS, …","4 days ago",""
